,Case Number,Date Report Signed,Link Text,URLs
933,18-OVI-330,28-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=564
934,18-OCI-327,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=453
935,18-OCI-326,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=471
936,18-OCI-325,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=455
937,18-OCI-323,28-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=562
938,18-PCD-322,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=242
939,18-TCI-321,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=441
940,18-TVD-318,04-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=346
941,18-PCI-317,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=493
942,18-TCI-315,01-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=457
943,18-OCI-314,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=477
944,18-OCI-312,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=459
945,18-OFD-308,23-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=473
946,18-OCD-303,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=449
947,18-PCI-302,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=465
948,18-OCD-297,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=435
949,18-OFI-295,05-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=220
950,18-PCI-294,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=463
951,18-TCD-291,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=447
953,18-OFD-283,24-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=328
954,18-OCI-282,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=437
955,18-OCI-281,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=445
956,18-TVI-280,13-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=487
957,18-PCD-279,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=451
958,18-OCD-278,06-Sep-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=479
959,18-OCI-276,17-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=381
960,18-OFI-275,09-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=517
961,18-OCD-273,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=443
962,18-TCI-271,25-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=246
963,18-POD-270,02-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=519
964,18-OCI-269,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=294
965,18-PFI-267,21-Oct-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=549
966,18-OCI-265,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=433
967,18-PCD-263,16-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=190
968,18-OVI-262,25-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=387
969,18-OCI-256,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=415
970,18-PCD-251,17-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=383
971,18-TCI-250,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=431
972,18-TCI-244,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=417
973,18-OCI-242,14-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=409
974,18-OCI-240,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=439
975,18-OCI-238,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=393
976,18-PCI-237,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=423
977,18-TCI-234,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=429
978,18-OVI-231,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=403
979,18-TCI-230,16-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=411
980,18-OCI-228,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=395
981,18-OVI-224,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=425
982,18-OCI-221,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=419
983,18-TCD-220,07-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=165
984,18-OCI-217,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=401
985,18-PCI-216,26-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=427
986,18-PCI-209,24-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=391
987,18-OCI-208,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=397
988,18-OCI-205,24-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=389
989,18-OCI-203,19-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=421
990,18-TVI-197,01-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=399
991,18-TCI-196,27-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=363
992,18-OCI-194,10-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=354
993,18-PVI-193,06-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=352
994,18-TVI-188,03-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=350
995,18-OCD-186,14-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=194
996,18-OVI-182,04-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=256
997,18-POD-180,27-Jun-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=373
998,18-OCI-178,02-Aug-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=407
999,18-PFI-177,20-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=261
1000,18-OCI-176,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=338
1001,18-OCI-173,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=336
1002,18-TFD-172,28-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=286
1003,18-OVI-169,16-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=375
1004,18-OCI-168,31-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=348
1005,18-PCI-166,17-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=326
1006,18-OCI-165,06-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=318
1007,18-OVI-163,24-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=302
1008,18-OCI-162,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=295
1009,18-OCI-160,02-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=307
1010,18-TCD-155,21-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=263
1011,18-OVI-154,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=342
1012,18-OVI-151,16-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=301
1013,18-TCD-150,23-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=334
1014,18-OVI-147,18-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=298
1015,18-OFI-146,22-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=282
1016,18-OCI-143,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=311
1017,18-TCI-141,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=309
1018,18-PVI-140,20-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=244
1019,18-PCI-133,29-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=305
1020,18-OOD-130,20-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=284
1021,18-TCI-129,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=315
1022,18-OCI-128,03-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=316
1023,18-TCI-126,07-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=322
1024,18-PCD-125,28-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=254
1025,18-OCI-124,28-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=214
1026,18-TVI-118,10-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=340
1027,18-PCD-117,15-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=320
1028,18-OFD-102,06-Mar-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=259
1029,18-TCI-101,29-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=218
1030,18-OCI-100,11-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=227
1031,18-OFI-098,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=251
1032,18-OCI-085,14-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=240
1033,18-OFD-083,31-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=223
1034,18-OCI-082,15-Jul-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=377
1035,18-OCI-081,10-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=324
1036,18-PVI-080,25-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=210
1037,18-PCI-076,22-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=249
1038,18-OCI-073,13-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=238
1039,18-OCI-069,12-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=216
1040,18-PVD-068,28-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=212
1041,18-OCI-067,01-Feb-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=225
1042,18-PCI-065,17-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=198
1043,18-OVD-062,13-May-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=331
1044,18-TCI-061,15-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=200
1045,18-OFD-060,21-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=202
1046,18-TCI-058,24-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=208
1047,18-OCI-057,24-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=184
1048,18-OCI-056,23-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=206
1049,18-OCD-053,09-Apr-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=292
1050,18-TCI-052,23-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=204
1051,18-OCD-051,02-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=114
1052,18-OCD-050,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=167
1053,18-OVI-048,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=188
1054,18-OCI-045,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=180
1055,18-PCI-044,06-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=171
1056,18-TCI-043,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=162
1057,18-OCI-038,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=182
1058,18-OCI-036,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=160
1059,18-OCD-033,30-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=106
1060,18-OCI-032,18-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=186
1061,18-OFD-030,14-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=108
1062,18-PVI-028,28-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=173
1063,18-TCI-027,28-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=155
1064,18-TCI-026,20-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=169
1065,18-OVI-025,21-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=177
1066,18-OCI-024,21-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=148
1067,18-OVI-023,16-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=175
1068,18-OCI-022,23-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=146
1069,18-POD-009,03-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=110
1070,18-OVI-008,15-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=131
1071,18-OCI-006,16-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=150
1072,18-TCI-005,14-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=141
1073,18-PCI-003,13-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=144
1074,18-PCD-002,10-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=192
1075,18-OCI-001,19-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=127
1076,17-OCI-377,14-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=125
1077,17-OVI-376,05-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=112
1078,17-PVI-374,30-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=135
1079,17-PFD-373,11-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=196
1080,17-PVI-371,18-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=80
1081,17-OCI-369,05-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=153
1082,17-TCI-368,08-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=137
1083,17-TCI-365,10-Dec-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=158
1084,17-PCI-364,19-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=86
1085,17-PCD-360,23-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=82
1086,17-OCI-358,07-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=121
1087,17-TCI-357,16-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=84
1088,17-TFI-355,09-Jan-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=139
1089,17-TCD-350,29-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=102
1090,17-TCI-349,29-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=133
1091,17-OCI-348,16-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=76
1092,17-OCI-347,23-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=129
1093,17-OCI-340,16-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=100
1094,17-OCI-338,30-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=123
1095,17-OCI-328,05-Oct-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=89
1096,17-OCD-317,30-Nov-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=104
1097,17-TCI-311,18-Sep-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=98
1098,17-OCI-292,12-Sep-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=96
1099,17-OCI-281,12-Jul-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=74
1100,17-OVI-273,12-Jul-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=119
1101,17-OCI-243,22-Jun-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=72
1102,17-TCI-228,25-Jun-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=70
1103,17-OCI-220,20-Jun-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=68
1104,17-TCI-209,09-Apr-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=66
1105,17-OVI-201,27-Jun-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=46
1106,17-OCI-164,08-May-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=117
1107,17-TVI-108,13-Mar-18,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=48
