Case Number,Date Report Signed,Link Text,URLs
20-OCI-323,03-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1329
20-OFI-322,08-Sep-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1544
20-OCD-320,12-Jul-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1445
20-OOD-318,12-Jul-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1444
20-OCI-317,25-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1375
20-OCI-316,12-Jul-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1441
20-PVI-315,25-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1373
20-PFD-314,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1178
20-PCI-312,16-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1511
20-PCI-311,23-Nov-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1660
20-PVI-310,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1128
20-OCI-309,26-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1338
20-TCI-306,28-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1418
20-TCD-305,29-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1246
20-PVI-304,21-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1414
20-PCI-303,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1148
20-TCI-302,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1295
20-OCI-301,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1299
20-OCD-300,14-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1289
20-OCI-299,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1215
20-OCI-297,28-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1427
20-OCI-296,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1134
20-PCI-294,30-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1256
20-TCD-293,17-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1364
20-TVI-292,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1055
20-PCI-290,26-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1332
20-OFI-289,21-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1416
20-OCI-288,08-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1273
20-OCI-287,06-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1267
20-PCD-285,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1101
20-TCD-284,26-Oct-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1632
20-PVI-283,01-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1077
20-TVI-282,03-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1349
20-TCI-281,12-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1293
20-PCI-278,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1112
20-TCI-277,27-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1313
20-OCI-276,07-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1208
20-PCD-273,16-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1510
20-OCI-272,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1309
20-PVI-270,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1029
20-OCD-268,16-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1509
20-OVI-267,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1187
20-PCI-266,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1193
20-TCI-265,06-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1286
20-OVI-264,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1320
20-OVI-263,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1169
20-OVI-262,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1315
20-OCI-261,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1205
20-OVI-260,10-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1361
20-OCI-257,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1174
20-OCD-256,30-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1529
20-PCI-255,06-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1260
20-TVI-253,13-Sep-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1550
20-OCI-252,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1219
20-PVI-250,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1191
20-OCI-249,01-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1087
20-TCI-248,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1212
20-OCI-247,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1035
20-OVI-244,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1189
20-PVD-243,14-Dec-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1017
20-OCI-242,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1162
20-PCI-240,06-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1041
20-OVI-239,21-Dec-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1019
20-OCI-237,04-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1033
20-OCI-236,06-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1023
20-OCI-235,06-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1275
20-PCD-230,21-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1413
20-OVI-227,25-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1150
20-TCI-226,22-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1282
20-PFD-225,23-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1522
20-PCI-219,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1297
20-PCD-217,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1176
20-OCD-216,22-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1228
20-TCI-215,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1160
20-OVD-214,20-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1340
20-OCI-209,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1063
20-PCD-208,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1109
20-TCD-207,01-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1156
20-TVI-206,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1136
20-OVI-204,20-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1053
20-OFI-202,14-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1391
20-OCI-201,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1073
20-TCI-200,16-Aug-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1507
20-TVI-199,01-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1083
20-PCI-198,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1027
20-OCI-197,23-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1012
20-PCI-195,01-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1154
20-PCI-194,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1158
20-OVI-191,09-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=933
20-OCI-188,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1075
20-PCI-186,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1069
20-TCI-184,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1089
20-OCD-183,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1132
20-TVI-182,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1059
20-OVD-181,01-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1081
20-PCI-180,08-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=931
20-OCI-178,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1071
20-OCI-177,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1124
20-OCI-176,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1057
20-TVI-174,19-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=972
20-PFD-173,14-Jun-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1392
20-OCI-170,28-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=958
20-OCI-167,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1043
20-OFD-166,08-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1166
20-OCI-163,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1105
20-OVI-161,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1122
20-OCI-160,06-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1037
20-OFI-158,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1138
20-OCI-157,16-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1002
20-PVI-156,21-Dec-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1021
20-PVI-155,26-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1311
20-PCI-147,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1085
20-OVI-146,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1091
20-OCI-145,13-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=970
20-OFD-144,15-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1201
20-OCI-143,28-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=956
20-OVD-142,13-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=964
20-PCI-139,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1126
20-TVI-138,30-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1051
20-OVI-137,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1031
20-OCI-136,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=939
20-OCI-135,28-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=954
20-PCI-134,13-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=962
20-OCD-133,01-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1142
20-OCI-129,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1305
20-PCI-128,18-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1047
20-TVI-127,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=943
20-TCI-126,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=992
20-TCD-124,21-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=908
20-PCI-123,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1099
20-OCI-122,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1015
20-PVI-119,23-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1004
20-PCI-118,08-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=945
20-OCD-117,12-Jul-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1439
20-OCI-115,17-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=913
20-OCI-114,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=998
20-PCD-113,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1093
20-OVI-112,16-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1000
20-OCI-111,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=990
20-OCI-110,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=937
20-OCD-108,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1061
20-TCI-107,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=988
20-PCI-106,18-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1045
20-OCI-105,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=871
20-OCD-103,02-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=929
20-OCI-102,21-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=952
20-OFI-100,16-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1103
20-TFD-098,09-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1067
20-OVI-096,10-May-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1352
20-OCI-094,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=887
20-OCI-093,05-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=904
20-PCD-092,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=771
20-TCI-090,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=902
20-TCD-089,01-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1079
20-PVI-088,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=843
20-TFI-087,25-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1065
20-TCI-086,08-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=927
20-TVI-084,18-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1140
20-TVI-082,19-Apr-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1302
20-OCI-081,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=793
20-PVI-080,17-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=911
20-OCI-079,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=867
20-PFD-078,18-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1049
20-OFD-075,03-Dec-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1010
20-PVI-074,13-Oct-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=968
20-PVI-072,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=947
20-TCI-070,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=873
20-PCI-068,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=877
20-OCI-067,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=853
20-PCI-066,22-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=845
20-OCD-065,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=753
20-OCI-064,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=885
20-TCD-063,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1095
20-OCI-059,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=950
20-OVI-057,08-Feb-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1097
20-PCD-055,31-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=896
20-OCI-050,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=795
20-OCD-047,21-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=960
20-OCI-046,10-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=906
20-OCI-045,24-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=921
20-OVI-044,06-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=855
20-PCI-042,21-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=941
20-OCI-041,17-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=917
20-OCI-039,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=801
20-OCI-038,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=881
20-PCI-037,10-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=909
20-PCD-035,18-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1039
20-PCI-034,23-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=879
20-TCI-024,05-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=996
20-OCI-022,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=799
20-TCI-021,15-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=824
20-OCI-018,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=789
20-OCI-017,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=785
20-TCI-015,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=822
20-OFI-012,06-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=861
20-OVI-011,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=863
20-OCI-010,12-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=900
20-TFD-008,09-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1008
20-OFD-005,11-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1025
20-PCI-004,28-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=745
20-OCI-003,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=820
20-OCI-001,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=875
19-OVD-314,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=779
19-OFD-313,10-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=898
19-OCI-312,06-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=849
19-OCI-311,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=837
19-PCI-308,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=767
19-OCI-307,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=781
19-OCI-305,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=755
19-TVI-304,18-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=841
19-PFI-302,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=807
19-TFI-300,22-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=847
19-TCI-298,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=811
19-OCI-296,14-Sep-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=935
19-OVI-295,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=883
19-OCI-294,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=797
19-PFD-293,23-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1006
19-OCI-292,28-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=737
19-OCI-289,13-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=869
19-OFI-286,04-Jan-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1130
19-PVI-284,28-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=743
19-OCI-282,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=765
19-OCI-281,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=813
19-OCI-279,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=816
19-OCI-278,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=889
19-OCD-277,25-Mar-21,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=1180
19-POD-275,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=751
19-OCI-273,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=833
19-OCI-272,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=763
19-TCI-271,08-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=851
19-OCI-268,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=805
19-PFD-267,27-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=735
19-OCI-265,14-Jul-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=865
19-TCI-261,27-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=733
19-OCD-259,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=715
19-TCI-258,28-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=741
19-OCI-256,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=723
19-TFI-254,30-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=679
19-OVI-250,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=769
19-OCI-249,27-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=729
19-OCI-248,28-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=739
19-PFI-247,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=759
19-PCI-244,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=719
19-TCI-242,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=721
19-OOD-240,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=791
19-OCI-238,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=761
19-PVI-237,09-Mar-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=662
19-PVI-236,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=717
19-OCI-235,01-Jun-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=835
19-PCI-234,10-Aug-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=915
19-TVI-231,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=711
19-OCI-230,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=749
19-PVD-229,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=695
19-TCI-226,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=809
19-PCI-224,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=652
19-OCI-223,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=648
19-OFD-222,05-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=775
19-OCI-221,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=828
19-OVI-220,04-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=757
19-OCD-219,16-Nov-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=994
19-OCI-217,20-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=713
19-OCD-213,27-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=731
19-OVI-211,18-Nov-19,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=588
19-TVI-210,21-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=725
19-TCI-209,20-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=773
19-OCD-206,19-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=783
19-OVI-205,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=707
19-PVI-203,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=703
19-OCI-202,14-Apr-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=697
19-PCI-200,18-Feb-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=650
19-OCI-199,25-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=787
19-TCI-198,11-May-20,Read Full Text,https://www.siu.on.ca/en/directors_report_details.php?drid=803
